"";"nombre";"subnombre";"precio";"year";"potencia";"km";"combustible";"puertas";"long";"alt";"anch";"peso";"url"
"90";"Ford Mondeo";"Wagon 2.0tdci Titanium
";"5.800€";"01/2008";"130 cv";"117.000 km";"Diesel";"5 puertas";"480 cm";"148 cm";"196 cm";"1.472 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-mondeo-wagon-20tdci-titanium-en-madrid.htm?id=2909181"
"91";"Renault Captur";"1.5dci Eco2 Energy Life 90
";"10.995€";"2014";"90 cv";"47.000 km";"Diesel";"5 puertas";"412 cm";"157 cm";"178 cm";"1.170 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-captur-15dci-eco2-energy-life-90-en-madrid.htm?id=2822123"
"92";"Mini Countryman";"Mini  Cooper D
";"23.490€";"08/2017";"150 cv";"1.788 km";"Diesel";"5 puertas";"430 cm";"156 cm";"182 cm";"1.405 kg";"https://www.coches.com/km0/seminuevo-mini-countryman-mini--cooper-d-en-madrid.htm?id=2819451"
"93";"Bmw Serie 1";"116d
";"19.990€";"06/2017";"116 cv";"4.668 km";"Diesel";"5 puertas";"433 cm";"142 cm";"177 cm";"1.320 kg";"https://www.coches.com/km0/seminuevo-bmw-serie+1-116d-en-madrid.htm?id=2899458"
"94";"Audi A4";"2.0tdi Dpf 136
";"16.700€";"06/2013";"136 cv";"60.000 km";"Diesel";"4 puertas";"470 cm";"143 cm";"183 cm";"1.475 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-20tdi-dpf-136-en-madrid.htm?id=2818209"
"95";"Citroen C3";"1.2 Puretech Tonic 82
";"6.990€";"07/2014";"82 cv";"46.000 km";"Gasolina";"5 puertas";"394 cm";"152 cm";"173 cm";"980 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-12-puretech-tonic-82-en-madrid.htm?id=2910745"
"96";"Peugeot 508";"2.0hdi Allure Aut. 160
";"9.900€";"2011";"163 cv";"131.415 km";"Diesel";"4 puertas";"479 cm";"146 cm";"192 cm";"1.520 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-20hdi-allure-aut-160-en-madrid.htm?id=2904139"
"97";"Fiat 500l";"500l 1.6mjt Ii S&s Cross 120
";"16.700€";"2018";"120 cv";"1 km";"Diesel";"5 puertas";"428 cm";"168 cm";"180 cm";"1.390 kg";"https://www.coches.com/km0/seminuevo-fiat-500l-16mjt-ii-s_s-cross-120-en-madrid.htm?id=2880766"
"98";"Citroen C4";"Picasso 1.6bluehdi S&s Live 100
";"14.390€";"2017";"99 cv";"5 km";"Diesel";"5 puertas";"444 cm";"161 cm";"183 cm";"1.371 kg";"https://www.coches.com/km0/seminuevo-citroen-c4-picasso-16bluehdi-s_s-live-100-en-madrid.htm?id=2912577"
"99";"Fiat Panda";"1.2 Lounge
";"4.900€";"06/2013";"69 cv";"69.000 km";"Gasolina";"5 puertas";"365 cm";"155 cm";"164 cm";"940 kg";"https://www.coches.com/coches-segunda-mano/ocasion-fiat-panda-12-lounge-en-madrid.htm?id=2898251"
"100";"Bmw Serie 3";"320d Touring
";"7.970€";"03/2007";"163 cv";"158.110 km";"Diesel";"5 puertas";"452 cm";"142 cm";"182 cm";"1.580 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320d-touring-en-madrid.htm?id=2866379"
"101";"Alfa Romeo Stelvio";"2.0 First Edition Ii Q4 Aut. 280
";"46.200€";"2017";"280 cv";"1 km";"Gasolina";"5 puertas";"469 cm";"167 cm";"190 cm";"1.660 kg";"https://www.coches.com/km0/seminuevo-alfa+romeo-stelvio-20-first-edition-ii-q4-aut-280-en-madrid.htm?id=2900069"
"102";"Ford Focus";"1.6tdci Trend 115
";"7.890€";"10/2012";"115 cv";"108.000 km";"Diesel";"5 puertas";"436 cm";"148 cm";"182 cm";"1.344 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-focus-16tdci-trend-115-en-madrid.htm?id=2910781"
"103";"Volkswagen Passat";"1.6tdi Advance Bmt
";"8.900€";"2010";"105 cv";"99.919 km";"Diesel";"4 puertas";"477 cm";"147 cm";"182 cm";"1.499 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-16tdi-advance-bmt-en-madrid.htm?id=2856907"
"104";"Mercedes Clase A";"A 220cdi Be Urban 7g-dct
";"17.990€";"06/2013";"170 cv";"106.500 km";"Diesel";"5 puertas";"429 cm";"143 cm";"178 cm";"1.485 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-220cdi-be-urban-7g-dct-en-madrid.htm?id=2820173"
"105";"Toyota Avensis";"Wagon 2.2d-4d Cleanpower Executive
";"3.500€";"06/2006";"177 cv";"250.000 km";"Diesel";"5 puertas";"0 cm";"0 cm";"176 cm";"1.430 kg";"https://www.coches.com/coches-segunda-mano/ocasion-toyota-avensis-wagon-22d-4d-cleanpower-executive-en-madrid.htm?id=2909396"
"106";"Opel Insignia";"2.0cdti Selective S&s 130
";"10.930€";"11/2013";"130 cv";"81.445 km";"Diesel";"4 puertas";"483 cm";"150 cm";"186 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-20cdti-selective-s_s-130-en-madrid.htm?id=2907313"
"107";"Seat Ibiza";"1.0 Ecotsi S&s Xcellence 115
";"14.690€";"2017";"115 cv";"8 km";"Gasolina";"5 puertas";"406 cm";"144 cm";"178 cm";"1.140 kg";"https://www.coches.com/km0/seminuevo-seat-ibiza-10-ecotsi-s_s-xcellence-115-en-madrid.htm?id=2865485"
"108";"Nissan Qashqai";"1.5dci Acenta 4x2
";"16.900€";"2017";"110 cv";"10.501 km";"Diesel";"5 puertas";"439 cm";"159 cm";"181 cm";"1.379 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-15dci-acenta-4x2-en-madrid.htm?id=2801093"
"109";"Peugeot 508";"2.0hdi Active 140
";"13.200€";"09/2014";"140 cv";"60.000 km";"Diesel";"4 puertas";"483 cm";"146 cm";"183 cm";"1.505 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-20hdi-active-140-en-madrid.htm?id=2783400"
"110";"Renault Clio";"1.5dci Eco2 S&s Energy Dynamique 90
";"6.700€";"2015";"90 cv";"167.000 km";"Diesel";"5 puertas";"406 cm";"145 cm";"173 cm";"1.071 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-clio-15dci-eco2-s_s-energy-dynamique-90-en-madrid.htm?id=2904147"
"111";"Bmw Serie 2";"220d Cabrio
";"32.190€";"02/2016";"190 cv";"9.863 km";"Diesel";"2 puertas";"443 cm";"141 cm";"177 cm";"1.535 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-220d-cabrio-en-madrid.htm?id=2903755"
"112";"Mini Mini";"Cooper D
";"14.360€";"05/2015";"116 cv";"18.245 km";"Diesel";"3 puertas";"382 cm";"141 cm";"173 cm";"1.135 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-cooper-d-en-madrid.htm?id=2896124"
"113";"Audi A3";"1.6tdi Sport Edition 110
";"20.200€";"12/2016";"110 cv";"18.318 km";"Diesel";"3 puertas";"424 cm";"142 cm";"178 cm";"1.235 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-16tdi-sport-edition-110-en-madrid.htm?id=2708363"
"114";"Volkswagen Polo";"1.2 Tsi Bmt Advance 90
";"9.900€";"2016";"90 cv";"37.922 km";"Gasolina";"5 puertas";"397 cm";"145 cm";"168 cm";"1.107 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-polo-12-tsi-bmt-advance-90-en-madrid.htm?id=2905945"
"115";"Volkswagen Scirocco";"2.0 Tsi Bmt R-line 180
";"20.700€";"04/2016";"180 cv";"32.000 km";"Gasolina";"3 puertas";"426 cm";"141 cm";"181 cm";"1.346 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-scirocco-20-tsi-bmt-r-line-180-en-madrid.htm?id=2909168"
"116";"Audi A4";"2.0tdi Dpf 143
";"10.330€";"01/2010";"143 cv";"164.139 km";"Diesel";"4 puertas";"470 cm";"143 cm";"183 cm";"1.540 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-20tdi-dpf-143-en-madrid.htm?id=2866186"
"117";"Audi A1";"Sportback 1.6tdi Adrenalin
";"15.490€";"02/2017";"116 cv";"20.869 km";"Diesel";"5 puertas";"397 cm";"142 cm";"175 cm";"1.250 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-16tdi-adrenalin-en-madrid.htm?id=2792732"
"118";"Volkswagen Arteon";"2.0tdi Elegance Dsg7 150
";"36.200€";"08/2017";"150 cv";"8.500 km";"Diesel";"5 puertas";"486 cm";"145 cm";"187 cm";"1.643 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-arteon-20tdi-elegance-dsg7-150-en-madrid.htm?id=2734657"
"119";"Citroen C4";"1.6hdi Collection 110
";"3.300€";"2007";"110 cv";"173.702 km";"Diesel";"5 puertas";"426 cm";"146 cm";"177 cm";"1.270 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4-16hdi-collection-110-en-madrid.htm?id=2892121"
"120";"Bmw Serie 2";"216d Active Tourer
";"18.300€";"03/2016";"116 cv";"9.000 km";"Diesel";"5 puertas";"434 cm";"156 cm";"180 cm";"1.365 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-216d-active-tourer-en-madrid.htm?id=2739366"
"121";"Ford Focus";"1.6tdci Trend 115
";"7.890€";"10/2012";"115 cv";"108.000 km";"Diesel";"5 puertas";"436 cm";"148 cm";"182 cm";"1.344 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-focus-16tdci-trend-115-en-madrid.htm?id=2876207"
"122";"Volvo Xc60";"Xc60 D4 R-design B Awd Aut.
";"36.990€";"05/2017";"190 cv";"7.957 km";"Diesel";"5 puertas";"469 cm";"166 cm";"190 cm";"1.802 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volvo-xc60-d4-r-design-b-awd-aut-en-madrid.htm?id=2864829"
"123";"Alfa Romeo Giulia";"2.0 Super Aut. 200
";"29.500€";"2018";"200 cv";"1 km";"Gasolina";"4 puertas";"464 cm";"144 cm";"186 cm";"1.504 kg";"https://www.coches.com/km0/seminuevo-alfa+romeo-giulia-20-super-aut-200-en-madrid.htm?id=2899993"
"124";"Bmw X4";"Xdrive 20da
";"42.900€";"2017";"190 cv";"8.961 km";"Diesel";"5 puertas";"467 cm";"162 cm";"188 cm";"1.750 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-x4-xdrive-20da-en-madrid.htm?id=2903914"
"125";"Volkswagen Passat";"2.0tdi Edition Bmt
";"12.790€";"10/2012";"140 cv";"89.000 km";"Diesel";"4 puertas";"477 cm";"147 cm";"182 cm";"1.532 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-20tdi-edition-bmt-en-madrid.htm?id=2910730"
"126";"Renault Clio";"1.5dci Eco2 S&s Energy Business 90
";"7.490€";"06/2014";"90 cv";"109.000 km";"Diesel";"5 puertas";"406 cm";"145 cm";"173 cm";"1.071 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-clio-15dci-eco2-s_s-energy-business-90-en-madrid.htm?id=2910760"
"127";"Citroen Berlingo";"Combi 1.6hdi X Tonic 90
";"6.500€";"01/2014";"92 cv";"99.124 km";"Diesel";"4 puertas";"438 cm";"180 cm";"181 cm";"1.557 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-berlingo-combi-16hdi-x-tonic-90-en-madrid.htm?id=2905919"
"128";"Mini Mini";"Clubman One D
";"9.500€";"2013";"90 cv";"106.526 km";"Diesel";"4 puertas";"396 cm";"143 cm";"168 cm";"1.185 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-clubman-one-d-en-madrid.htm?id=2906224"
"129";"Audi A1";"Sportback 1.6tdi Design
";"15.490€";"02/2017";"116 cv";"15.183 km";"Diesel";"5 puertas";"397 cm";"142 cm";"175 cm";"1.250 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-16tdi-design-en-madrid.htm?id=2707177"
"130";"Volkswagen Golf";"1.6tdi Cr Bmt Edition 110
";"15.299€";"02/2016";"110 cv";"10.130 km";"Diesel";"5 puertas";"426 cm";"145 cm";"180 cm";"1.299 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-cr-bmt-edition-110-en-madrid.htm?id=2907275"
"131";"Nissan Qashqai";"1.6dci Acenta 4x2
";"19.490€";"07/2017";"130 cv";"9.000 km";"Diesel";"5 puertas";"439 cm";"159 cm";"181 cm";"1.429 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-16dci-acenta-4x2-en-madrid.htm?id=2841831"
"132";"Ford S-max";"Vignale S-max 2.0 Ecoboost Powershift
";"26.900€";"2017";"240 cv";"14.530 km";"Gasolina";"5 puertas";"480 cm";"166 cm";"192 cm";"1.704 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-vignale--20-ecoboost-powershift-en-madrid.htm?id=2831635"
"133";"Abarth 500";"Abarth 595 1.4t-jet Competizione Sec.160
";"13.900€";"05/2013";"160 cv";"36.000 km";"Gasolina";"3 puertas";"366 cm";"149 cm";"163 cm";"1.035 kg";"https://www.coches.com/coches-segunda-mano/ocasion-abarth-500-abarth-595-14t-jet-competizione-sec160-en-madrid.htm?id=2903727"
"134";"Audi A4";"2.0tdi Ultra 150
";"25.090€";"03/2017";"150 cv";"13.032 km";"Diesel";"4 puertas";"473 cm";"143 cm";"184 cm";"1.505 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-20tdi-ultra-150-en-madrid.htm?id=2755330"
"135";"Alfa Romeo Giulia";"2.2 Diesel Veloce Q4 Aut. 210
";"32.900€";"2018";"210 cv";"1 km";"Diesel";"4 puertas";"464 cm";"145 cm";"186 cm";"1.374 kg";"https://www.coches.com/km0/seminuevo-alfa+romeo-giulia-22-diesel-veloce-q4-aut-210-en-madrid.htm?id=2900035"
"136";"Citroen C2";"1.4hdi Sx
";"1.900€";"04/2007";"70 cv";"245.000 km";"Diesel";"3 puertas";"366 cm";"146 cm";"166 cm";"1.078 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c2-14hdi-sx-en-madrid.htm?id=2899779"
"137";"Audi A3";"1.6tdi Cd Attraction
";"16.500€";"01/2016";"110 cv";"22.286 km";"Diesel";"3 puertas";"424 cm";"142 cm";"178 cm";"1.305 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-16tdi-cd-attraction-en-madrid.htm?id=2584384"
"138";"Opel Insignia";"2.0cdti Selective S&s 130
";"8.600€";"09/2013";"130 cv";"149.500 km";"Diesel";"4 puertas";"483 cm";"150 cm";"186 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-20cdti-selective-s_s-130-en-madrid.htm?id=2863125"
"139";"Mercedes Clase A";"A 200cdi Be Style
";"16.500€";"05/2013";"136 cv";"118.000 km";"Diesel";"5 puertas";"429 cm";"143 cm";"178 cm";"1.445 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200cdi-be-style-en-madrid.htm?id=2694343"
"140";"Audi Q3";"2.0tdi 150
";"24.100€";"12/2015";"150 cv";"20.000 km";"Diesel";"5 puertas";"439 cm";"159 cm";"183 cm";"1.560 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-q3-20tdi-150-en-madrid.htm?id=2792741"
"141";"Hyundai I30";"I30 Cw 2.0crdi Premium
";"6.500€";"08/2008";"140 cv";"94.986 km";"Diesel";"5 puertas";"448 cm";"157 cm";"178 cm";"1.339 kg";"https://www.coches.com/coches-segunda-mano/ocasion-hyundai-i30-cw-20crdi-premium-en-madrid.htm?id=2859019"
"142";"Renault Espace";"1.6dci Tt Energy Zen Edc 160
";"25.700€";"02/2015";"160 cv";"52.500 km";"Diesel";"5 puertas";"486 cm";"168 cm";"189 cm";"1.659 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-espace-16dci-tt-energy-zen-edc-160-en-madrid.htm?id=2909162"
"143";"Bmw Serie 1";"120d
";"8.490€";"2008";"177 cv";"140.000 km";"Diesel";"5 puertas";"424 cm";"142 cm";"175 cm";"1.450 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-120d-en-madrid.htm?id=2874090"
"144";"Renault Kangoo";"Fg. 1.5dci Profesional 90 Gen5
";"4.983€";"10/2014";"90 cv";"135.000 km";"Diesel";"3 puertas";"428 cm";"184 cm";"183 cm";"1.280 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-kangoo-fg-15dci-profesional-90-gen5-en-madrid.htm?id=2910384"
"145";"Bmw Serie 2";"218d Active Tourer
";"18.000€";"11/2015";"150 cv";"14.000 km";"Diesel";"5 puertas";"434 cm";"156 cm";"180 cm";"1.375 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-218d-active-tourer-en-madrid.htm?id=2722209"
"146";"Seat Toledo";"1.6tdi Cr Reference 105
";"9.990€";"01/2015";"105 cv";"38.000 km";"Diesel";"5 puertas";"448 cm";"146 cm";"171 cm";"1.254 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-toledo-16tdi-cr-reference-105-en-madrid.htm?id=2908299"
"147";"Volkswagen Golf";"1.6tdi Cr Bmt Edition 110
";"15.299€";"02/2016";"110 cv";"14.562 km";"Diesel";"5 puertas";"426 cm";"145 cm";"180 cm";"1.299 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-cr-bmt-edition-110-en-madrid.htm?id=2907278"
"148";"Renault Captur";"1.5dci Eco2 Energy Life 90
";"10.995€";"2014";"90 cv";"46.000 km";"Diesel";"5 puertas";"412 cm";"157 cm";"178 cm";"1.170 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-captur-15dci-eco2-energy-life-90-en-madrid.htm?id=2822121"
"149";"Mercedes Clase R";"R 320cdi 4m Aut.
";"14.800€";"06/2008";"224 cv";"131.000 km";"Diesel";"5 puertas";"492 cm";"166 cm";"192 cm";"2.195 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+r-r-320cdi-4m-aut-en-madrid.htm?id=2909187"
"150";"Audi A1";"Sportback 1.6tdi Adrenalin
";"15.490€";"02/2017";"116 cv";"20.869 km";"Diesel";"5 puertas";"397 cm";"142 cm";"175 cm";"1.250 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-16tdi-adrenalin-en-madrid.htm?id=2685662"
"151";"Citroen Berlingo";"Multispace 1.6hdi Tonic 90
";"7.024€";"2014";"92 cv";"125.000 km";"Diesel";"4 puertas";"438 cm";"180 cm";"181 cm";"1.360 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-berlingo-multispace-16hdi-tonic-90-en-madrid.htm?id=2910925"
"152";"Mazda Cx-5";"Cx-5 2.2de Style+ (navi) 2wd 150
";"21.995€";"2016";"150 cv";"25.000 km";"Diesel";"5 puertas";"456 cm";"171 cm";"184 cm";"1.450 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mazda-cx-5-22de-style+-navi-2wd-150-en-madrid.htm?id=2775833"
"153";"Peugeot 508";"2.0hdi Active 140
";"13.900€";"09/2014";"140 cv";"40.000 km";"Diesel";"4 puertas";"483 cm";"146 cm";"183 cm";"1.505 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-20hdi-active-140-en-madrid.htm?id=2783399"
"154";"Peugeot 107";"1.4hdi Urban
";"2.690€";"08/2007";"55 cv";"188.422 km";"Diesel";"3 puertas";"343 cm";"147 cm";"163 cm";"955 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-107-14hdi-urban-en-madrid.htm?id=2866359"
"155";"Mercedes Clase C";"C 220d
";"28.990€";"07/2016";"170 cv";"30.793 km";"Diesel";"4 puertas";"469 cm";"144 cm";"181 cm";"1.550 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-220d-en-madrid.htm?id=2888611"
"156";"Kia Magentis";"2.7 V6 Exiii Aut.
";"3.900€";"07/2006";"188 cv";"93.000 km";"Gasolina";"4 puertas";"474 cm";"148 cm";"181 cm";"1.490 kg";"https://www.coches.com/coches-segunda-mano/ocasion-kia-magentis-27-v6-exiii-aut-en-madrid.htm?id=2898588"
"157";"Renault Clio";"1.5dci Eco2 S&s Energy Business 90
";"7.790€";"08/2014";"90 cv";"84.000 km";"Diesel";"5 puertas";"406 cm";"145 cm";"173 cm";"1.071 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-clio-15dci-eco2-s_s-energy-business-90-en-madrid.htm?id=2910763"
"158";"Seat León";"1.2 Tsi S&s Reference 110
";"13.590€";"2017";"110 cv";"5 km";"Gasolina";"5 puertas";"428 cm";"146 cm";"182 cm";"1.213 kg";"https://www.coches.com/km0/seminuevo-seat-leon-12-tsi-s_s-reference-110-en-madrid.htm?id=2863533"
"159";"Fiat 500x";"500x 1.6mjt Lounge 4x2 120
";"16.100€";"2018";"120 cv";"1 km";"Diesel";"5 puertas";"425 cm";"160 cm";"180 cm";"1.320 kg";"https://www.coches.com/km0/seminuevo-fiat-500x-16mjt-lounge-4x2-120-en-madrid.htm?id=2880788"
"160";"Audi A1";"Sportback 1.6tdi Attraction
";"16.100€";"03/2017";"116 cv";"11.147 km";"Diesel";"5 puertas";"397 cm";"142 cm";"175 cm";"1.250 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-16tdi-attraction-en-madrid.htm?id=2912169"
"161";"Bmw Serie 2";"218da Active Tourer
";"21.490€";"11/2017";"150 cv";"15.861 km";"Diesel";"5 puertas";"434 cm";"156 cm";"180 cm";"1.410 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-218da-active-tourer-en-madrid.htm?id=2912194"
"162";"Seat León";"1.6tdi Cr S&s Style 105
";"9.890€";"02/2014";"105 cv";"77.404 km";"Diesel";"5 puertas";"426 cm";"146 cm";"182 cm";"1.286 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-16tdi-cr-s_s-style-105-en-madrid.htm?id=2866327"
"163";"Volkswagen Touran";"2.0tdi Cr Bmt Advance 150
";"25.900€";"04/2017";"150 cv";"10.500 km";"Diesel";"5 puertas";"453 cm";"166 cm";"183 cm";"1.474 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-touran-20tdi-cr-bmt-advance-150-en-madrid.htm?id=2752553"
"164";"Toyota Auris";"2.0d-4d Luna
";"7.200€";"01/2009";"126 cv";"62.623 km";"Diesel";"5 puertas";"422 cm";"152 cm";"176 cm";"1.440 kg";"https://www.coches.com/coches-segunda-mano/ocasion-toyota-auris-20d-4d-luna-en-madrid.htm?id=2876279"
"165";"Peugeot 308";"Sw 1.6 Bluehdi Style 120
";"14.990€";"2017";"120 cv";"2.924 km";"Diesel";"5 puertas";"459 cm";"146 cm";"180 cm";"1.370 kg";"https://www.coches.com/km0/seminuevo-peugeot-308-sw-16-bluehdi-style-120-en-madrid.htm?id=2848533"
"166";"Peugeot 308";"Sw 1.6 Bluehdi Style 120
";"15.390€";"2017";"120 cv";"14.641 km";"Diesel";"5 puertas";"459 cm";"146 cm";"180 cm";"1.370 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-sw-16-bluehdi-style-120-en-madrid.htm?id=2848534"
"167";"Kia Picanto";"1.0 Concept
";"4.500€";"2011";"62 cv";"49.000 km";"Gasolina";"5 puertas";"354 cm";"148 cm";"160 cm";"923 kg";"https://www.coches.com/coches-segunda-mano/ocasion-kia-picanto-10-concept-en-madrid.htm?id=2912572"
"168";"Citroen C3";"1.6bluehdi Live Edition 75
";"7.490€";"2016";"75 cv";"36.306 km";"Diesel";"5 puertas";"394 cm";"152 cm";"173 cm";"1.155 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-16bluehdi-live-edition-75-en-madrid.htm?id=2906193"
"169";"Citroen C3";"1.6bluehdi Live Edition 75
";"7.490€";"2016";"75 cv";"39.903 km";"Diesel";"5 puertas";"394 cm";"152 cm";"173 cm";"1.155 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-16bluehdi-live-edition-75-en-madrid.htm?id=2906192"
"170";"Peugeot 3008";"1.6 Bluehdi Style 120
";"13.990€";"2016";"121 cv";"56.773 km";"Diesel";"5 puertas";"437 cm";"163 cm";"184 cm";"1.420 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-16-bluehdi-style-120-en-madrid.htm?id=2906203"
"171";"Peugeot 3008";"1.6bluehdi Active S&s 120
";"20.990€";"2017";"120 cv";"6.126 km";"Diesel";"5 puertas";"445 cm";"162 cm";"184 cm";"1.300 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-16bluehdi-active-s_s-120-en-madrid.htm?id=2822743"
"172";"Citroen C3";"Picasso 1.6hdi Collection 90
";"8.990€";"2015";"92 cv";"17.095 km";"Diesel";"5 puertas";"410 cm";"163 cm";"177 cm";"1.205 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-picasso-16hdi-collection-90-en-madrid.htm?id=2889141"
"173";"Peugeot Partner";"Tepee 1.6bluehdi Active 100
";"10.990€";"2016";"100 cv";"33.057 km";"Diesel";"5 puertas";"438 cm";"180 cm";"181 cm";"1.374 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-partner-tepee-16bluehdi-active-100-en-madrid.htm?id=2822746"
"174";"Citroen C4 Cactus";"1.6 Bluehdi Feel 100
";"10.990€";"2017";"99 cv";"17.034 km";"Diesel";"5 puertas";"416 cm";"148 cm";"173 cm";"1.160 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4+cactus-16-bluehdi-feel-100-en-madrid.htm?id=2889134"
